,Make,Model,Variant,PriceInLakhs,Displacement,Cylinders,ValvesPerCylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,EngineLocation,Fuel_System,FuelTankCapacity,FuelType,Height,Length,Width,BodyType,Doors,City_Mileage,Highway_Mileage,ARAICertifiedMileage,ARAI_Certified_Mileage_for_CNG,KerbWeight,Gears,GroundClearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,SeatingCapacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,GrossVehicleWeight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,vigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,UnitsSoldPerThousand,ProfitPercent
466,Tata,Zest,Xta Diesel,14.2,1248 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,4,19.2 km/litre,23 km/litre,23 km/litre,,1185 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@4000rpm,200NM@1750-3000rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Interl,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.1:1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,75,1.29
467,Tata,Zest,Zest Premio Edition,15.11,1248 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,44 litres,Diesel,1570 mm,3995 mm,1706 mm,Sedan,5,19.2 km/litre,20 km/litre,20.65 km/litre,,1155 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Interl,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.1:1,Rake,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,52,7.22
468,Honda,Amaze,S Cvt Petrol,14.11,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19 km/litre,,942 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Interl,420 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,,Yes,,,,,,,,,,,,,30,19.77
469,Honda,Amaze,E Mt Diesel,7.77,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1498 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,993 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Yes,2,5,Fabric,Manual,2470 mm,175/65R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Interl,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,,,,Rear sensors,Yes,Yes,,,Yes,,,,,Manual Adjustment,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,56,18.7
470,Honda,Amaze,E Mt Petrol,8.24,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1498 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,905 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Yes,2,5,Fabric,Manual,2470 mm,175/65R14,,,Not on offer,,Yes,,,Interl,420 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,1075 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,,2,16.7:1,,,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,47,3.72
471,Honda,Amaze,S Cvt Diesel,13.4,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,23.8 km/litre,,1031 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,80PS@3600rpm,160Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Interl,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,,,,,,,53,2.89
472,Honda,Amaze,V Cvt Petrol,17.88,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19 km/litre,,945 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R15,175/65R15,Electric Power,All Windows,,Remote,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R15,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,,Yes,,Yes,,,,,,,,,,,33,1.07
473,Honda,Amaze,V Cvt Diesel,2.56,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,23.8 km/litre,,1039 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R15,175/65R15,Electric Power,All Windows,,Remote,80PS@3600rpm,160Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R15,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,Yes,Yes,,Yes,,,,,,,,,,,62,3.07
474,Honda,Amaze,S Mt Diesel,8.32,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Interl,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,,,,,,,86,1.77
475,Honda,Amaze,Vx Mt Diesel,19.36,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,63,9.89
476,Honda,Amaze,V Mt Diesel,11.83,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,1021 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R15,175/65R15,Electric Power,All Windows,,Remote,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,,,,,,,54,19.89
477,Honda,Amaze,Vx Mt Petrol,4.17,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,87,3.15
478,Honda,Amaze,V Mt Petrol,11.11,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,921 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R15,175/65R15,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R15,Yes,,CD/MP3/DVD Player with USB & Aux-in,,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",,With Remote,420 litres,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,,,,,,Multifunction Steering Wheel,,,,,,,Cup Holders,,,,,,,Yes,,,,,,Yes,,,,,,,54,11.22
479,Honda,Amaze,S Mt Petrol,3.28,1198 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,917 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Yes,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,,,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Interl,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,39,14.25
480,Honda,Amaze,Exclusive Edition Diesel,4.78,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,10,11.28
481,Honda,Amaze,Exclusive Edition Petrol,2.03,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,10,7.22
482,Honda,Amaze,Vx Cvt Diesel,19.4,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,1,,,,,9,18.67
483,Honda,Amaze,Vx Cvt Petrol,8.83,1199 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501 mm,3995 mm,1695 mm,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,1,,,,,26,19.16
484,Honda,Amaze,Ace Edition Cvt Diesel,8.31,1498 cc,4,4,FWD,In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501 mm,3995 mm,1695 mm,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,1,,,,,71,9.06
